year,genre,name,num
2019,F,NOHA,7
2018,F,NOHA,11
2017,F,NOHA,9
2016,F,NOHA,10
2015,F,NOHA,3
2014,F,NOHA,7
2013,F,NOHA,10
2012,F,NOHA,1
2011,F,NOHA,10
2010,F,NOHA,6
2009,F,NOHA,3
2008,F,NOHA,2
2007,F,NOHA,2
2006,F,NOHA,1
2005,F,NOHA,2
2004,F,NOHA,1
2003,F,NOHA,1
2002,F,NOHA,2
2001,F,NOHA,0
2000,F,NOHA,0
2022,F,NOOR,11
2021,F,NOOR,9
2020,F,NOOR,10
2019,F,NOOR,8
2018,F,NOOR,9
2017,F,NOOR,7
2016,F,NOOR,11
2015,F,NOOR,7
2014,F,NOOR,7
2013,F,NOOR,12
2012,F,NOOR,2
2011,F,NOOR,4
2010,F,NOOR,14
2009,F,NOOR,6
2008,F,NOOR,11
2007,F,NOOR,3
2006,F,NOOR,3
2005,F,NOOR,5
2004,F,NOOR,4
2003,F,NOOR,2
2002,F,NOOR,0
2001,F,NOOR,2
2000,F,NOOR,5
2022,F,NOR,3
2021,F,NOR,3
2020,F,NOR,6
2019,F,NOR,10
2018,F,NOR,8
2017,F,NOR,6
2016,F,NOR,6
2015,F,NOR,6
2014,F,NOR,0
2013,F,NOR,5
2012,F,NOR,7
2011,F,NOR,0
2010,F,NOR,2
2009,F,NOR,4
2008,F,NOR,6
2007,F,NOR,3
2006,F,NOR,3
2005,F,NOR,2
2004,F,NOR,0
2003,F,NOR,0
2002,F,NOR,0
2001,F,NOR,1
2000,F,NOR,1
2022,F,NORA,106
2021,F,NORA,113
2020,F,NORA,121
2019,F,NORA,99
2018,F,NORA,132
2017,F,NORA,135
2016,F,NORA,186
2015,F,NORA,117
2014,F,NORA,153
2013,F,NORA,171
2012,F,NORA,139
2011,F,NORA,135
2010,F,NORA,126
2009,F,NORA,101
2008,F,NORA,99
2007,F,NORA,85
2006,F,NORA,59
2005,F,NORA,55
2004,F,NORA,34
2003,F,NORA,30
2002,F,NORA,34
2001,F,NORA,17
2000,F,NORA,19
2022,F,NORAH,4
2021,F,NORAH,4
2020,F,NORAH,6
2019,F,NORAH,6
2018,F,NORAH,4
2017,F,NORAH,8
2016,F,NORAH,4
2015,F,NORAH,8
2014,F,NORAH,7
2013,F,NORAH,12
2012,F,NORAH,7
2011,F,NORAH,6
2010,F,NORAH,14
2009,F,NORAH,8
2008,F,NORAH,6
2007,F,NORAH,4
2006,F,NORAH,3
2005,F,NORAH,5
2004,F,NORAH,6
2003,F,NORAH,2
2002,F,NORAH,0
2001,F,NORAH,0
2000,F,NORAH,0
2022,F,NOUR,37
2021,F,NOUR,26
2020,F,NOUR,38
2019,F,NOUR,47
2018,F,NOUR,48
2017,F,NOUR,36
2016,F,NOUR,28
2015,F,NOUR,38
2014,F,NOUR,27
2013,F,NOUR,20
2012,F,NOUR,11
2011,F,NOUR,15
2010,F,NOUR,12
2009,F,NOUR,14
2008,F,NOUR,18
2007,F,NOUR,11
2006,F,NOUR,10
2005,F,NOUR,8
2004,F,NOUR,6
2003,F,NOUR,2
2002,F,NOUR,2
2001,F,NOUR,1
2000,F,NOUR,3
2022,F,NUR,4
2021,F,NUR,1
2020,F,NUR,3
2019,F,NUR,5
2018,F,NUR,2
2017,F,NUR,5
2016,F,NUR,1
2015,F,NUR,4
2014,F,NUR,2
2013,F,NUR,3
2012,F,NUR,5
2011,F,NUR,3
2010,F,NUR,5
2009,F,NUR,9
2008,F,NUR,1
2007,F,NUR,2
2006,F,NUR,2
2005,F,NUR,2
2004,F,NUR,0
2003,F,NUR,3
2002,F,NUR,1
2001,F,NUR,2
2000,F,NUR,3
2022,F,NURIA,14
2021,F,NURIA,20
2020,F,NURIA,25
2019,F,NURIA,15
2018,F,NURIA,30
2017,F,NURIA,31
2016,F,NURIA,44
2015,F,NURIA,38
2014,F,NURIA,57
2013,F,NURIA,36
2012,F,NURIA,62
2011,F,NURIA,96
2010,F,NURIA,78
2009,F,NURIA,104
2008,F,NURIA,103
2007,F,NURIA,114
2006,F,NURIA,132
2005,F,NURIA,131
2004,F,NURIA,144
2003,F,NURIA,177
2002,F,NURIA,171
2001,F,NURIA,146
2000,F,NURIA,155
2022,F,OIHANE,4
2021,F,OIHANE,3
2020,F,OIHANE,0
2019,F,OIHANE,1
2018,F,OIHANE,3
2017,F,OIHANE,1
2016,F,OIHANE,1
2015,F,OIHANE,4
2014,F,OIHANE,3
2013,F,OIHANE,1
2012,F,OIHANE,0
2011,F,OIHANE,3
2010,F,OIHANE,0
2009,F,OIHANE,4
2008,F,OIHANE,0
2007,F,OIHANE,1
2006,F,OIHANE,2
2005,F,OIHANE,2
2004,F,OIHANE,2
2003,F,OIHANE,1
2002,F,OIHANE,1
2001,F,OIHANE,0
2000,F,OIHANE,0
2022,F,OLAIA,4
2021,F,OLAIA,2
2020,F,OLAIA,1
2019,F,OLAIA,4
2018,F,OLAIA,9
2017,F,OLAIA,3
2016,F,OLAIA,3
2015,F,OLAIA,4
2014,F,OLAIA,6
2013,F,OLAIA,3
2012,F,OLAIA,5
2011,F,OLAIA,5
2010,F,OLAIA,3
2009,F,OLAIA,2
2008,F,OLAIA,0
2007,F,OLAIA,2
2006,F,OLAIA,1
2005,F,OLAIA,1
2004,F,OLAIA,1
2003,F,OLAIA,2
2002,F,OLAIA,2
2001,F,OLAIA,0
2000,F,OLAIA,1
2022,F,OLALLA,10
2021,F,OLALLA,7
2020,F,OLALLA,6
2019,F,OLALLA,5
2018,F,OLALLA,5
2017,F,OLALLA,9
2016,F,OLALLA,8
2015,F,OLALLA,13
2014,F,OLALLA,14
2013,F,OLALLA,7
2012,F,OLALLA,14
2011,F,OLALLA,16
2010,F,OLALLA,10
2009,F,OLALLA,11
2008,F,OLALLA,8
2007,F,OLALLA,5
2006,F,OLALLA,4
2005,F,OLALLA,7
2004,F,OLALLA,2
2003,F,OLALLA,1
2002,F,OLALLA,5
2001,F,OLALLA,6
2000,F,OLALLA,3
2022,F,OLAYA,9
2021,F,OLAYA,11
2020,F,OLAYA,9
2019,F,OLAYA,14
2018,F,OLAYA,9
2017,F,OLAYA,8
2016,F,OLAYA,13
2015,F,OLAYA,16
2014,F,OLAYA,12
2013,F,OLAYA,22
2012,F,OLAYA,18
2011,F,OLAYA,17
2010,F,OLAYA,18
2009,F,OLAYA,15
2008,F,OLAYA,10
2007,F,OLAYA,7
2006,F,OLAYA,4
2005,F,OLAYA,6
2004,F,OLAYA,2
2003,F,OLAYA,6
2002,F,OLAYA,6
2001,F,OLAYA,2
2000,F,OLAYA,2
2022,F,OLGA,4
2021,F,OLGA,6
2020,F,OLGA,7
2019,F,OLGA,4
2018,F,OLGA,8
2017,F,OLGA,5
2016,F,OLGA,15
2015,F,OLGA,7
2014,F,OLGA,14
2013,F,OLGA,11
2012,F,OLGA,18
2011,F,OLGA,17
2010,F,OLGA,23
2009,F,OLGA,21
2008,F,OLGA,27
2007,F,OLGA,25
2006,F,OLGA,34
2005,F,OLGA,30
2004,F,OLGA,29
2003,F,OLGA,24
2002,F,OLGA,39
2001,F,OLGA,35
2000,F,OLGA,33
2022,F,OLIMPIA,7
2021,F,OLIMPIA,5
2020,F,OLIMPIA,5
2019,F,OLIMPIA,8
2018,F,OLIMPIA,5
2017,F,OLIMPIA,2
2016,F,OLIMPIA,7
2015,F,OLIMPIA,3
2014,F,OLIMPIA,3
2013,F,OLIMPIA,4
2012,F,OLIMPIA,1
2011,F,OLIMPIA,3
2010,F,OLIMPIA,11
2009,F,OLIMPIA,5
2008,F,OLIMPIA,7
2007,F,OLIMPIA,1
2006,F,OLIMPIA,6
2005,F,OLIMPIA,2
2004,F,OLIMPIA,1
2003,F,OLIMPIA,0
2002,F,OLIMPIA,1
2001,F,OLIMPIA,3
2000,F,OLIMPIA,1
2022,F,OLIVA,3
2021,F,OLIVA,2
2020,F,OLIVA,0
2019,F,OLIVA,0
2018,F,OLIVA,3
2017,F,OLIVA,1
2016,F,OLIVA,2
2015,F,OLIVA,1
2014,F,OLIVA,2
2013,F,OLIVA,1
2012,F,OLIVA,2
2011,F,OLIVA,0
2010,F,OLIVA,0
2009,F,OLIVA,2
2008,F,OLIVA,2
2007,F,OLIVA,0
2006,F,OLIVA,0
2005,F,OLIVA,1
2004,F,OLIVA,3
2003,F,OLIVA,1
2002,F,OLIVA,1
2001,F,OLIVA,1
2000,F,OLIVA,0
2022,F,OLIVIA,438
2021,F,OLIVIA,415
2020,F,OLIVIA,390
2019,F,OLIVIA,357
2018,F,OLIVIA,383
2017,F,OLIVIA,367
2016,F,OLIVIA,372
2015,F,OLIVIA,415
2014,F,OLIVIA,309
2013,F,OLIVIA,268
2012,F,OLIVIA,271
2011,F,OLIVIA,232
2010,F,OLIVIA,166
2009,F,OLIVIA,125
2008,F,OLIVIA,121
2007,F,OLIVIA,92
2006,F,OLIVIA,75
2005,F,OLIVIA,75
2004,F,OLIVIA,46
2003,F,OLIVIA,35
2002,F,OLIVIA,30
2001,F,OLIVIA,31
2000,F,OLIVIA,19
2022,F,OLIVIA ELENA,4
2021,F,OLIVIA ELENA,1
2020,F,OLIVIA ELENA,0
2019,F,OLIVIA ELENA,0
2018,F,OLIVIA ELENA,1
2017,F,OLIVIA ELENA,0
2016,F,OLIVIA ELENA,0
2015,F,OLIVIA ELENA,0
2014,F,OLIVIA ELENA,1
2013,F,OLIVIA ELENA,0
2012,F,OLIVIA ELENA,0
2011,F,OLIVIA ELENA,0
2010,F,OLIVIA ELENA,0
2009,F,OLIVIA ELENA,0
2008,F,OLIVIA ELENA,0
2007,F,OLIVIA ELENA,0
2006,F,OLIVIA ELENA,0
2005,F,OLIVIA ELENA,0
2004,F,OLIVIA ELENA,1
2003,F,OLIVIA ELENA,0
2002,F,OLIVIA ELENA,0
2001,F,OLIVIA ELENA,1
2000,F,OLIVIA ELENA,0
2022,F,OLIVIA MARIA,4
2021,F,OLIVIA MARIA,1
2020,F,OLIVIA MARIA,1
2019,F,OLIVIA MARIA,3
2018,F,OLIVIA MARIA,4
2017,F,OLIVIA MARIA,5
2016,F,OLIVIA MARIA,3
2015,F,OLIVIA MARIA,1
2014,F,OLIVIA MARIA,2
2013,F,OLIVIA MARIA,1
2012,F,OLIVIA MARIA,0
2011,F,OLIVIA MARIA,1
2010,F,OLIVIA MARIA,0
2009,F,OLIVIA MARIA,0
2008,F,OLIVIA MARIA,2
2007,F,OLIVIA MARIA,1
2006,F,OLIVIA MARIA,0
2005,F,OLIVIA MARIA,1
2004,F,OLIVIA MARIA,0
2003,F,OLIVIA MARIA,0
2002,F,OLIVIA MARIA,2
2001,F,OLIVIA MARIA,0
2000,F,OLIVIA MARIA,2
2022,F,OLYMPIA,5
2021,F,OLYMPIA,4
2020,F,OLYMPIA,2
2019,F,OLYMPIA,4
2018,F,OLYMPIA,3
2017,F,OLYMPIA,4
2016,F,OLYMPIA,4
2015,F,OLYMPIA,0
2014,F,OLYMPIA,2
2013,F,OLYMPIA,3
2012,F,OLYMPIA,1
2011,F,OLYMPIA,0
2010,F,OLYMPIA,0
2009,F,OLYMPIA,1
2008,F,OLYMPIA,2
2007,F,OLYMPIA,3
2006,F,OLYMPIA,1
2005,F,OLYMPIA,0
2004,F,OLYMPIA,1
2003,F,OLYMPIA,0
2002,F,OLYMPIA,1
2001,F,OLYMPIA,0
2000,F,OLYMPIA,0
2022,F,ONA,7
2021,F,ONA,7
2020,F,ONA,10
2019,F,ONA,7
2018,F,ONA,4
2017,F,ONA,2
2016,F,ONA,3
2015,F,ONA,3
2014,F,ONA,2
2013,F,ONA,0
2012,F,ONA,2
2011,F,ONA,0
2010,F,ONA,0
2009,F,ONA,2
2008,F,ONA,0
2007,F,ONA,1
2006,F,ONA,0
2005,F,ONA,0
2004,F,ONA,0
2003,F,ONA,2
2002,F,ONA,0
2001,F,ONA,0
2000,F,ONA,0
2022,F,PALOMA,27
2021,F,PALOMA,25
2020,F,PALOMA,24
2019,F,PALOMA,21
2018,F,PALOMA,23
2017,F,PALOMA,28
2016,F,PALOMA,20
2015,F,PALOMA,23
2014,F,PALOMA,21
2013,F,PALOMA,33
2012,F,PALOMA,43
2011,F,PALOMA,40
2010,F,PALOMA,45
2009,F,PALOMA,59
2008,F,PALOMA,56
2007,F,PALOMA,54
2006,F,PALOMA,65
2005,F,PALOMA,60
2004,F,PALOMA,69
2003,F,PALOMA,102
2002,F,PALOMA,99
2001,F,PALOMA,95
2000,F,PALOMA,101
2022,F,PAOLA,20
2021,F,PAOLA,22
2020,F,PAOLA,19
2019,F,PAOLA,24
2018,F,PAOLA,29
2017,F,PAOLA,38
2016,F,PAOLA,41
2015,F,PAOLA,49
2014,F,PAOLA,50
2013,F,PAOLA,43
2012,F,PAOLA,43
2011,F,PAOLA,50
2010,F,PAOLA,58
2009,F,PAOLA,52
2008,F,PAOLA,67
2007,F,PAOLA,78
2006,F,PAOLA,67
2005,F,PAOLA,69
2004,F,PAOLA,60
2003,F,PAOLA,71
2002,F,PAOLA,47
2001,F,PAOLA,50
2000,F,PAOLA,27
2022,F,PATRICIA,11
2021,F,PATRICIA,19
2020,F,PATRICIA,16
2019,F,PATRICIA,24
2018,F,PATRICIA,35
2017,F,PATRICIA,27
2016,F,PATRICIA,51
2015,F,PATRICIA,50
2014,F,PATRICIA,63
2013,F,PATRICIA,75
2012,F,PATRICIA,96
2011,F,PATRICIA,112
2010,F,PATRICIA,159
2009,F,PATRICIA,178
2008,F,PATRICIA,223
2007,F,PATRICIA,222
2006,F,PATRICIA,239
2005,F,PATRICIA,293
2004,F,PATRICIA,320
2003,F,PATRICIA,349
2002,F,PATRICIA,384
2001,F,PATRICIA,369
2000,F,PATRICIA,383
2022,F,PAULA,332
2021,F,PAULA,375
2020,F,PAULA,365
2019,F,PAULA,426
2018,F,PAULA,514
2017,F,PAULA,500
2016,F,PAULA,576
2015,F,PAULA,634
2014,F,PAULA,697
2013,F,PAULA,740
2012,F,PAULA,793
2011,F,PAULA,921
2010,F,PAULA,941
2009,F,PAULA,986
2008,F,PAULA,1.099
2007,F,PAULA,1.021
2006,F,PAULA,1.053
2005,F,PAULA,1.079
2004,F,PAULA,1.207
2003,F,PAULA,1.260
2002,F,PAULA,1.067
2001,F,PAULA,1.078
2000,F,PAULA,1.036
2022,F,PAULA SOFIA,3
2021,F,PAULA SOFIA,1
2020,F,PAULA SOFIA,3
2019,F,PAULA SOFIA,2
2018,F,PAULA SOFIA,3
2017,F,PAULA SOFIA,6
2016,F,PAULA SOFIA,1
2015,F,PAULA SOFIA,3
2014,F,PAULA SOFIA,3
2013,F,PAULA SOFIA,3
2012,F,PAULA SOFIA,1
2011,F,PAULA SOFIA,1
2010,F,PAULA SOFIA,1
2009,F,PAULA SOFIA,1
2008,F,PAULA SOFIA,3
2007,F,PAULA SOFIA,5
2006,F,PAULA SOFIA,3
2005,F,PAULA SOFIA,2
2004,F,PAULA SOFIA,2
2003,F,PAULA SOFIA,0
2002,F,PAULA SOFIA,2
2001,F,PAULA SOFIA,0
2000,F,PAULA SOFIA,0
2022,F,PAULINA,3
2021,F,PAULINA,3
2020,F,PAULINA,5
2019,F,PAULINA,6
2018,F,PAULINA,2
2017,F,PAULINA,5
2016,F,PAULINA,2
2015,F,PAULINA,4
2014,F,PAULINA,4
2013,F,PAULINA,4
2012,F,PAULINA,5
2011,F,PAULINA,3
2010,F,PAULINA,11
2009,F,PAULINA,9
2008,F,PAULINA,4
2007,F,PAULINA,7
2006,F,PAULINA,5
2005,F,PAULINA,8
2004,F,PAULINA,8
2003,F,PAULINA,7
2002,F,PAULINA,5
2001,F,PAULINA,8
2000,F,PAULINA,7
2022,F,PAZ,3
2021,F,PAZ,6
2020,F,PAZ,2
2019,F,PAZ,5
2018,F,PAZ,5
2017,F,PAZ,7
2016,F,PAZ,4
2015,F,PAZ,7
2014,F,PAZ,5
2013,F,PAZ,3
2012,F,PAZ,5
2011,F,PAZ,9
2010,F,PAZ,13
2009,F,PAZ,10
2008,F,PAZ,9
2007,F,PAZ,9
2006,F,PAZ,6
2005,F,PAZ,10
2004,F,PAZ,10
2003,F,PAZ,3
2002,F,PAZ,6
2001,F,PAZ,1
2000,F,PAZ,2
2022,F,PIA,19
2021,F,PIA,21
2020,F,PIA,11
2019,F,PIA,12
2018,F,PIA,13
2017,F,PIA,9
2016,F,PIA,12
2015,F,PIA,5
2014,F,PIA,8
2013,F,PIA,3
2012,F,PIA,8
2011,F,PIA,4
2010,F,PIA,2
2009,F,PIA,4
2008,F,PIA,4
2007,F,PIA,2
2006,F,PIA,4
2005,F,PIA,1
2004,F,PIA,4
2003,F,PIA,0
2002,F,PIA,1
2001,F,PIA,2
2000,F,PIA,0
2022,F,PILAR,23
2021,F,PILAR,24
2020,F,PILAR,17
2019,F,PILAR,22
2018,F,PILAR,36
2017,F,PILAR,28
2016,F,PILAR,28
2015,F,PILAR,21
2014,F,PILAR,28
2013,F,PILAR,32
2012,F,PILAR,35
2011,F,PILAR,26
2010,F,PILAR,43
2009,F,PILAR,46
2008,F,PILAR,42
2007,F,PILAR,41
2006,F,PILAR,37
2005,F,PILAR,43
2004,F,PILAR,44
2003,F,PILAR,51
2002,F,PILAR,43
2001,F,PILAR,53
2000,F,PILAR,39
2022,F,QAMAR,3
2021,F,QAMAR,1
2020,F,QAMAR,2
2019,F,QAMAR,2
2018,F,QAMAR,0
2017,F,QAMAR,0
2016,F,QAMAR,0
2015,F,QAMAR,0
2014,F,QAMAR,0
2013,F,QAMAR,0
2012,F,QAMAR,0
2011,F,QAMAR,0
2010,F,QAMAR,0
2009,F,QAMAR,0
2008,F,QAMAR,0
2007,F,QAMAR,1
2006,F,QAMAR,0
2005,F,QAMAR,0
2004,F,QAMAR,0
2003,F,QAMAR,0
2002,F,QAMAR,0
2001,F,QAMAR,0
2000,F,QAMAR,0
2022,F,RAHMA,5
2021,F,RAHMA,2
2020,F,RAHMA,0
2019,F,RAHMA,3
2018,F,RAHMA,3
2017,F,RAHMA,1
2016,F,RAHMA,0
2015,F,RAHMA,1
2014,F,RAHMA,1
2013,F,RAHMA,0
2012,F,RAHMA,2
2011,F,RAHMA,0
2010,F,RAHMA,2
2009,F,RAHMA,0
2008,F,RAHMA,0
2007,F,RAHMA,0
2006,F,RAHMA,0
2005,F,RAHMA,0
2004,F,RAHMA,1
2003,F,RAHMA,0
2002,F,RAHMA,0
2001,F,RAHMA,0
2000,F,RAHMA,0
2022,F,RANIA,7
2021,F,RANIA,7
2020,F,RANIA,8
2019,F,RANIA,10
2018,F,RANIA,12
2017,F,RANIA,8
2016,F,RANIA,12
2015,F,RANIA,13
2014,F,RANIA,8
2013,F,RANIA,18
2012,F,RANIA,20
2011,F,RANIA,26
2010,F,RANIA,24
2009,F,RANIA,24
2008,F,RANIA,17
2007,F,RANIA,16
2006,F,RANIA,7
2005,F,RANIA,12
2004,F,RANIA,7
2003,F,RANIA,12
2002,F,RANIA,10
2001,F,RANIA,9
2000,F,RANIA,4
2022,F,RAQUEL,19
2021,F,RAQUEL,17
2020,F,RAQUEL,25
2019,F,RAQUEL,31
2018,F,RAQUEL,29
2017,F,RAQUEL,42
2016,F,RAQUEL,52
2015,F,RAQUEL,47
2014,F,RAQUEL,54
2013,F,RAQUEL,68
2012,F,RAQUEL,90
2011,F,RAQUEL,85
2010,F,RAQUEL,93
2009,F,RAQUEL,146
2008,F,RAQUEL,127
2007,F,RAQUEL,188
2006,F,RAQUEL,172
2005,F,RAQUEL,207
2004,F,RAQUEL,209
2003,F,RAQUEL,223
2002,F,RAQUEL,266
2001,F,RAQUEL,295
2000,F,RAQUEL,281
2022,F,RAWAN,3
2021,F,RAWAN,2
2020,F,RAWAN,3
2019,F,RAWAN,2
2018,F,RAWAN,1
2017,F,RAWAN,3
2016,F,RAWAN,2
2015,F,RAWAN,2
2014,F,RAWAN,1
2013,F,RAWAN,2
2012,F,RAWAN,3
2011,F,RAWAN,0
2010,F,RAWAN,1
2009,F,RAWAN,1
2008,F,RAWAN,2
2007,F,RAWAN,0
2006,F,RAWAN,3
2005,F,RAWAN,1
2004,F,RAWAN,1
2003,F,RAWAN,0
2002,F,RAWAN,0
2001,F,RAWAN,0
2000,F,RAWAN,1
2022,F,RAZAN,8
2021,F,RAZAN,3
2020,F,RAZAN,7
2019,F,RAZAN,6
2018,F,RAZAN,13
2017,F,RAZAN,1
2016,F,RAZAN,1
2015,F,RAZAN,3
2014,F,RAZAN,2
2013,F,RAZAN,4
2012,F,RAZAN,1
2011,F,RAZAN,0
2010,F,RAZAN,1
2009,F,RAZAN,0
2008,F,RAZAN,1
2007,F,RAZAN,0
2006,F,RAZAN,0
2005,F,RAZAN,0
2004,F,RAZAN,0
2003,F,RAZAN,0
2002,F,RAZAN,0
2001,F,RAZAN,0
2000,F,RAZAN,0
2022,F,REBECA,10
2021,F,REBECA,30
2020,F,REBECA,17
2019,F,REBECA,20
2018,F,REBECA,24
2017,F,REBECA,24
2016,F,REBECA,39
2015,F,REBECA,27
2014,F,REBECA,33
2013,F,REBECA,29
2012,F,REBECA,44
2011,F,REBECA,45
2010,F,REBECA,56
2009,F,REBECA,71
2008,F,REBECA,75
2007,F,REBECA,83
2006,F,REBECA,65
2005,F,REBECA,85
2004,F,REBECA,93
2003,F,REBECA,87
2002,F,REBECA,75
2001,F,REBECA,89
2000,F,REBECA,74
2022,F,REGINA,4
2021,F,REGINA,3
2020,F,REGINA,2
2019,F,REGINA,1
2018,F,REGINA,1
2017,F,REGINA,2
2016,F,REGINA,2
2015,F,REGINA,1
2014,F,REGINA,3
2013,F,REGINA,0
2012,F,REGINA,5
2011,F,REGINA,3
2010,F,REGINA,3
2009,F,REGINA,2
2008,F,REGINA,6
2007,F,REGINA,5
2006,F,REGINA,5
2005,F,REGINA,1
2004,F,REGINA,3
2003,F,REGINA,1
2002,F,REGINA,4
2001,F,REGINA,6
2000,F,REGINA,7
2022,F,REMEDIOS,3
2021,F,REMEDIOS,1
2020,F,REMEDIOS,0
2019,F,REMEDIOS,0
2018,F,REMEDIOS,0
2017,F,REMEDIOS,2
2016,F,REMEDIOS,2
2015,F,REMEDIOS,0
2014,F,REMEDIOS,3
2013,F,REMEDIOS,0
2012,F,REMEDIOS,1
2011,F,REMEDIOS,1
2010,F,REMEDIOS,1
2009,F,REMEDIOS,0
2008,F,REMEDIOS,1
2007,F,REMEDIOS,1
2006,F,REMEDIOS,0
2005,F,REMEDIOS,2
2004,F,REMEDIOS,2
2003,F,REMEDIOS,2
2002,F,REMEDIOS,2
2001,F,REMEDIOS,1
2000,F,REMEDIOS,3
2022,F,RENATA,9
2021,F,RENATA,4
2020,F,RENATA,2
2019,F,RENATA,4
2018,F,RENATA,2
2017,F,RENATA,3
2016,F,RENATA,4
2015,F,RENATA,4
2014,F,RENATA,3
2013,F,RENATA,4
2012,F,RENATA,3
2011,F,RENATA,0
2010,F,RENATA,6
2009,F,RENATA,3
2008,F,RENATA,1
2007,F,RENATA,4
2006,F,RENATA,5
2005,F,RENATA,4
2004,F,RENATA,1
2003,F,RENATA,2
2002,F,RENATA,1
2001,F,RENATA,1
2000,F,RENATA,1
2022,F,RENEE,3
2021,F,RENEE,0
2020,F,RENEE,0
2019,F,RENEE,0
2018,F,RENEE,1
2017,F,RENEE,2
2016,F,RENEE,1
2015,F,RENEE,1
2014,F,RENEE,1
2013,F,RENEE,0
2012,F,RENEE,1
2011,F,RENEE,1
2010,F,RENEE,1
2009,F,RENEE,0
2008,F,RENEE,1
2007,F,RENEE,0
2006,F,RENEE,0
2005,F,RENEE,0
2004,F,RENEE,0
2003,F,RENEE,1
2002,F,RENEE,0
2001,F,RENEE,0
2000,F,RENEE,0
2022,F,RIM,9
2021,F,RIM,4
2020,F,RIM,13
2019,F,RIM,15
2018,F,RIM,13
2017,F,RIM,11
2016,F,RIM,9
2015,F,RIM,8
2014,F,RIM,10
2013,F,RIM,8
2012,F,RIM,11
2011,F,RIM,3
2010,F,RIM,12
2009,F,RIM,12
2008,F,RIM,4
2007,F,RIM,7
2006,F,RIM,3
2005,F,RIM,4
2004,F,RIM,2
2003,F,RIM,1
2002,F,RIM,2
2001,F,RIM,2
2000,F,RIM,4
2022,F,RIMAS,3
2021,F,RIMAS,0
2020,F,RIMAS,3
2019,F,RIMAS,3
2018,F,RIMAS,0
2017,F,RIMAS,1
2016,F,RIMAS,0
2015,F,RIMAS,1
2014,F,RIMAS,1
2013,F,RIMAS,1
2012,F,RIMAS,1
2011,F,RIMAS,0
2010,F,RIMAS,0
2009,F,RIMAS,0
2008,F,RIMAS,0
2007,F,RIMAS,0
2006,F,RIMAS,0
2005,F,RIMAS,0
2004,F,RIMAS,0
2003,F,RIMAS,0
2002,F,RIMAS,0
2001,F,RIMAS,0
2000,F,RIMAS,0
2022,F,RINAD,4
2021,F,RINAD,3
2020,F,RINAD,1
2019,F,RINAD,3
2018,F,RINAD,4
2017,F,RINAD,4
2016,F,RINAD,4
2015,F,RINAD,4
2014,F,RINAD,2
2013,F,RINAD,0
2012,F,RINAD,1
2011,F,RINAD,0
2010,F,RINAD,0
2009,F,RINAD,0
2008,F,RINAD,0
2007,F,RINAD,0
2006,F,RINAD,0
2005,F,RINAD,0
2004,F,RINAD,0
2003,F,RINAD,0
2002,F,RINAD,0
2001,F,RINAD,0
2000,F,RINAD,0
2022,F,RITA,12
2021,F,RITA,6
2020,F,RITA,6
2019,F,RITA,14
2018,F,RITA,9
2017,F,RITA,11
2016,F,RITA,12
2015,F,RITA,9
2014,F,RITA,14
2013,F,RITA,7
2012,F,RITA,15
2011,F,RITA,9
2010,F,RITA,9
2009,F,RITA,7
2008,F,RITA,14
2007,F,RITA,14
2006,F,RITA,5
2005,F,RITA,5
2004,F,RITA,5
2003,F,RITA,12
2002,F,RITA,9
2001,F,RITA,5
2000,F,RITA,7
2022,F,ROCIO,93
2021,F,ROCIO,82
2020,F,ROCIO,109
2019,F,ROCIO,109
2018,F,ROCIO,131
2017,F,ROCIO,147
2016,F,ROCIO,167
2015,F,ROCIO,193
2014,F,ROCIO,178
2013,F,ROCIO,205
2012,F,ROCIO,240
2011,F,ROCIO,255
2010,F,ROCIO,263
2009,F,ROCIO,298
2008,F,ROCIO,344
2007,F,ROCIO,334
2006,F,ROCIO,304
2005,F,ROCIO,357
2004,F,ROCIO,321
2003,F,ROCIO,277
2002,F,ROCIO,287
2001,F,ROCIO,265
2000,F,ROCIO,294
2022,F,RODAINA,4
2021,F,RODAINA,2
2020,F,RODAINA,1
2019,F,RODAINA,5
2018,F,RODAINA,4
2017,F,RODAINA,1
2016,F,RODAINA,0
2015,F,RODAINA,5
2014,F,RODAINA,8
2013,F,RODAINA,4
2012,F,RODAINA,4
2011,F,RODAINA,7
2010,F,RODAINA,4
2009,F,RODAINA,0
2008,F,RODAINA,1
2007,F,RODAINA,1
2006,F,RODAINA,0
2005,F,RODAINA,0
2004,F,RODAINA,0
2003,F,RODAINA,0
2002,F,RODAINA,2
2001,F,RODAINA,0
2000,F,RODAINA,1
2022,F,RODAYNA,3
2021,F,RODAYNA,1
2020,F,RODAYNA,3
2019,F,RODAYNA,7
2018,F,RODAYNA,4
2017,F,RODAYNA,0
2016,F,RODAYNA,6
2015,F,RODAYNA,1
2014,F,RODAYNA,2
2013,F,RODAYNA,3
2012,F,RODAYNA,4
2011,F,RODAYNA,5
2010,F,RODAYNA,1
2009,F,RODAYNA,2
2008,F,RODAYNA,1
2007,F,RODAYNA,0
2006,F,RODAYNA,0
2005,F,RODAYNA,0
2004,F,RODAYNA,0
2003,F,RODAYNA,0
2002,F,RODAYNA,0
2001,F,RODAYNA,0
2000,F,RODAYNA,0
2022,F,ROMA,21
2021,F,ROMA,22
2020,F,ROMA,12
2019,F,ROMA,4
2018,F,ROMA,3
