name,host_name,host_location,neighbourhood_cleansed,property_type,room_type,accommodates,rooms_text,beds,price
Home in Cap d'en Font,Alejandro,No info,Sant Lluis,Entire home,Entire home/apt,8,3,6,530
Home in Fornells,Constanza,No info,Es Mercadal,Entire home,Entire home/apt,4,1,4,100
Villa in Cap d'Artrutx,Joan,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,6,2,4,160
Bungalow in Menorca,Maria Jose,No info,Sant Lluis,Entire bungalow,Entire home/apt,8,4,9,500
Rental unit in Cala Galdana,Joan,No info,Ferreries,Entire rental unit,Entire home/apt,5,1,3,144
Home in Fornells,Carlos,No info,Es Mercadal,Entire home,Entire home/apt,7,3,6,260
Villa in Sant Jaume,Prestige Villas Spain,No info,Alaior,Entire villa,Entire home/apt,6,2,6,0
Home in Cala Galdana,Sara,No info,Ferreries,Entire home,Entire home/apt,8,3,7,438
Rental unit in Cala Blanca,Barbara,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,5,1,5,155
Condo in Son Xoriguer,Fabienne,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,4,1,3,54
Rental unit in Ciutadella de Menorca,Yolanda,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,4,80
Chalet in Ciutadella de Menorca,Ivan,No info,Ciutadella de Menorca,Entire chalet,Entire home/apt,8,2,6,150
Home in San Jaime Mediterraneo,Carmen,No info,Alaior,Entire home,Entire home/apt,10,4,8,342
Rental unit in Arenal d'en Castell,Menorca Habitat,No info,Es Mercadal,Entire rental unit,Entire home/apt,6,2,5,159
Villa in Melilla,Menorcarentals Villa S.L.,No info,Alaior,Entire villa,Entire home/apt,4,1,3,138
Chalet in Cap d'en Font,Holidu,No info,Sant Lluis,Entire chalet,Entire home/apt,9,3,8,289
Villa in Cala Llonga,Richard,No info,Mahon,Entire villa,Entire home/apt,8,4,6,500
Bungalow in Binisafua,Sheila,No info,Sant Lluis,Entire bungalow,Entire home/apt,3,1,2,60
Rental unit in Ciutadella de Menorca,Isabel,No info,Ciutadella de Menorca,Private room in rental unit,Private room,1,1,1,45
Condo in Son Parc,Xavier,No info,Es Mercadal,Entire condo,Entire home/apt,2,1,1,100
Condo in Binisafua,Katrina Y Julia,No info,Sant Lluis,Entire condo,Entire home/apt,3,1,3,75
Townhouse in Son Parc,Maria Gemma,No info,Es Mercadal,Entire townhouse,Entire home/apt,4,1,3,120
Rental unit in Mao,Marlen,No info,Mahon,Entire rental unit,Entire home/apt,2,1,1,55
Home in Cala de Sant Esteve,Javier,No info,Es Castell,Entire home,Entire home/apt,6,3,5,285
Rental unit in Mao,Carmen,No info,Mahon,Entire rental unit,Entire home/apt,3,1,1,40
Villa in Son Bou,Prestige Villas Spain,No info,Alaior,Entire villa,Entire home/apt,9,3,8,0
Rental unit in Son Parc,Miguel,No info,Es Mercadal,Entire rental unit,Entire home/apt,5,1,4,55
Condo in Binisafua,Zurbano 111,No info,Sant Lluis,Entire condo,Entire home/apt,3,1,3,110
Rental unit in Illes Balears,Jordi,No info,Mahon,Entire rental unit,Entire home/apt,6,2,5,220
Serviced apartment in Es Migjorn Gran,Lola,No info,Es Migjorn Gran,Entire serviced apartment,Entire home/apt,5,2,5,75
Villa in Cala en Porter,Hollie,No info,Alaior,Entire villa,Entire home/apt,8,2,6,200
Home in Cala Galdana,Sonne Villas,No info,Ferreries,Entire home,Entire home/apt,7,2,6,115
Home in Ciutadella de Menorca,Andrea Estefania,No info,Ciutadella de Menorca,Private room in home,Private room,3,1,1,75
Hotel in Es Mercadal,Vicent,No info,Es Mercadal,Room in Hotel,Private room,2,1,1,136
Ranch in Illes Balears,Alejandro,No info,Mahon,Private room in ranch,Private room,2,1,1,500
Home in Son Parc,Amparo,No info,Es Mercadal,Entire home,Entire home/apt,6,2,4,60
Villa in Cala Llonga,Gert,No info,Mahon,Entire villa,Entire home/apt,6,3,3,399
Rental unit in Son Parc,Carlos,No info,Es Mercadal,Entire rental unit,Entire home/apt,2,1,1,68
Rental unit in Son Parc,Romane,No info,Es Mercadal,Entire rental unit,Entire home/apt,2,1,1,120
Rental unit in Cala Galdana,David,No info,Ferreries,Entire rental unit,Entire home/apt,6,2,4,175
Villa in Son Parc,Alain,No info,Es Mercadal,Entire villa,Entire home/apt,12,5,9,950
Condo in Son Parc,Jarmi,No info,Es Mercadal,Entire condo,Entire home/apt,4,2,3,84
Villa in Sant Lluis,3Villas,No info,Sant Lluis,Entire villa,Entire home/apt,6,2,5,180
Home in Binisafua,Holidu,No info,Sant Lluis,Entire home,Entire home/apt,6,2,6,118
Rental unit in Ciutadella de Menorca,Daniel,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,2,1,1,71
Home in Binisafua,Holidu,No info,Sant Lluis,Entire home,Entire home/apt,6,2,6,118
Home in Ciutadella de Menorca,Virginie,No info,Ciutadella de Menorca,Private room in home,Private room,2,1,0,50
Rental unit in Son Parc,Petr,No info,Es Mercadal,Entire rental unit,Entire home/apt,6,1,6,96
Villa in Punta Prima,Solmar,No info,Sant Lluis,Entire villa,Entire home/apt,8,3,7,757
Villa in Son parc,Marc,No info,Es Mercadal,Entire villa,Entire home/apt,8,3,6,143
Rental unit in Son Parc,Beatriz,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,2,6,125
Home in Binibequer,Victor Manuel,No info,Sant Lluis,Entire home,Entire home/apt,6,2,4,180
Rental unit in Son Parc,Christian,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,2,2,180
Rental unit in Son Bou,Luca,No info,Alaior,Entire rental unit,Entire home/apt,4,1,3,140
Home in Cap d'Artrutx,Carlos,No info,Ciutadella de Menorca,Entire home,Entire home/apt,4,1,0,100
Rental unit in Serpentona,Escuco,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,1,300
Camper/RV in Santo Tomas,Marco,No info,Es Migjorn Gran,Camper/RV,Entire home/apt,1,1,2,54
Villa in Sant Tomas,3Villas,No info,Es Migjorn Gran,Entire villa,Entire home/apt,8,3,6,1200
Villa in Serpentona,Solmar,No info,Ferreries,Entire villa,Entire home/apt,6,2,5,354
Condo in Son Xoriguer,Lydia,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,4,1,4,220
Rental unit in Arenal d'en Castell,Maria Soledad,No info,Es Mercadal,Entire rental unit,Entire home/apt,5,1,4,141
Vacation home in San Jaime Mediterraneo,Francisco,No info,Alaior,Entire vacation home,Entire home/apt,4,1,3,50
Rental unit in Cap d'Artrutx,Rosa,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,3,120
Home in Cala en Porter,Eli,No info,Alaior,Entire home,Entire home/apt,4,1,4,125
Home in Cala en Bosc,Novasol,No info,Ciutadella de Menorca,Entire home,Entire home/apt,6,2,5,317
Home in Ciutadella de Menorca,Dominic,No info,Ciutadella de Menorca,Entire home,Entire home/apt,6,1,3,120
Home in Cap d'en Font,Inma,No info,Sant Lluis,Entire home,Entire home/apt,6,3,4,377
Villa in Puerto Luz,Laurent,No info,Es Mercadal,Entire villa,Entire home/apt,8,3,6,189
Home in Ciutadella de Menorca,MauterVillas,No info,Ciutadella de Menorca,Entire home,Entire home/apt,5,2,4,200
Home in Santa Ana,Lovely Mediterrannean,No info,Es Castell,Entire home,Entire home/apt,8,3,4,656
Rental unit in Cala en Porter,Ivan,No info,Alaior,Entire rental unit,Entire home/apt,6,1,5,38
Cottage in Llucmacanes,Marta,No info,Sant Lluis,Entire cottage,Entire home/apt,8,2,8,217
Villa in Son Parc,3Villas,No info,Es Mercadal,Entire villa,Entire home/apt,7,3,6,1080
Condo in Cap d'Artrutx,Las Golondrinas,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,2,1,1,90
Villa in Sant Lluis,Holidu,No info,Sant Lluis,Entire villa,Entire home/apt,8,2,7,230
Condo in Ciutadella de Menorca,Juan Miguel,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,3,1,3,124
Vacation home in Son Xoriguer,Galle,No info,Ciutadella de Menorca,Entire vacation home,Entire home/apt,4,1,3,145
Condo in Platja de Son Xoriguer,Artur,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,4,1,2,100
Condo in Son Xoriguer,Natalia,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,4,1,3,126
Rental unit in Balearic Islands,Tano,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,3,50
Rental unit in Torre del Ram,Antonio,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,3,41
Condo in Cala en Porter,Lea,No info,Alaior,Entire condo,Entire home/apt,4,1,3,135
Rental unit in Cala Galdana,Dolors,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,3,1,4,85
Townhouse in Puerto Luz,Jorge,No info,Es Mercadal,Entire townhouse,Entire home/apt,6,1,4,41
Rental unit in Es Mercadal,Xavi,No info,Es Mercadal,Entire rental unit,Entire home/apt,6,1,6,159
Home in Binibequer,MauterVillas,No info,Sant Lluis,Entire home,Entire home/apt,6,2,5,195
Rental unit in Cap d'Artrutx,Fanny,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,2,99
Home in Cap d'en Font,Marta,No info,Mahon,Entire home,Entire home/apt,12,5,7,575
Villa in Cap d'en Font,Andrew,No info,Sant Lluis,Entire villa,Entire home/apt,8,3,6,316
Cottage in Sant Lluis,Nando,No info,Sant Lluis,Entire cottage,Entire home/apt,6,3,4,225
Home in Alaior,Davide,No info,Alaior,Entire home,Entire home/apt,4,3,2,200
Cottage in Sant Lluis,Genevieve Jeanne Marie,No info,Sant Lluis,Entire cottage,Entire home/apt,10,5,7,425
Villa in Cap d'en Font,Louisa,No info,Sant Lluis,Entire villa,Entire home/apt,10,3,10,500
Villa in Ses Salines,Bruno,No info,Es Mercadal,Entire villa,Entire home/apt,6,2,6,130
Condo in Los Delfines,Mari Carmen,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,4,2,3,75
Home in Cala Llonga,Eneko,No info,Mahon,Entire home,Entire home/apt,10,2,8,267
Rental unit in Arenal d'en Castell,Axel,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,1,3,120
Villa in Biniancolla,Paul,No info,Sant Lluis,Entire villa,Entire home/apt,6,2,3,156
Home in Binibequer,Gurbia,No info,Sant Lluis,Entire home,Entire home/apt,8,2,7,190
Chalet in Cala Blanca,Toni,No info,Ciutadella de Menorca,Entire chalet,Entire home/apt,6,1,4,150
Rental unit in Cala en Bosc,Minorice,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,2,3,500
Home in Ciutadella de Menorca,Calan,No info,Ciutadella de Menorca,Entire home,Entire home/apt,8,4,7,300
Home in Cala en Blanes,MauterVillas,No info,Ciutadella de Menorca,Entire home,Entire home/apt,6,2,5,197
Rental unit in Torre del Ram,Virginia,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,2,65
Townhouse in Arenal d'en Castell,Justo,No info,Es Mercadal,Entire townhouse,Entire home/apt,6,2,5,183
Home in Ciutadella de Menorca,Carolina,No info,Ciutadella de Menorca,Entire home,Entire home/apt,4,1,5,114
Condo in Es Mercadal,Salome,No info,Es Mercadal,Entire condo,Entire home/apt,6,1,3,80
Condo in San Jaime Mediterraneo,Maria,No info,Alaior,Entire condo,Entire home/apt,4,1,4,253
Villa in Son Bou,Julio,No info,Alaior,Entire villa,Entire home/apt,12,3,8,270
Chalet in Menorca,Estate,No info,Alaior,Entire chalet,Entire home/apt,6,2,5,280
Chalet in Ciutadella de Menorca,Antonia,No info,Ciutadella de Menorca,Entire chalet,Entire home/apt,5,2,4,120
Villa in Binibequer,Christoph,No info,Sant Lluis,Entire villa,Entire home/apt,6,2,6,400
Home in Cala en Porter,Charlie,No info,Alaior,Entire home,Entire home/apt,8,3,6,298
Home in Sant Lluis,Roures 313,No info,Sant Lluis,Entire home,Entire home/apt,8,3,6,450
Home in Ciutadella de Menorca,MauterVillas,No info,Ciutadella de Menorca,Entire home,Entire home/apt,6,2,5,208
Villa in Ciudadela de Menorca,Rosa,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,9,3,7,388
Chalet in Son Xoriguer,Juan Miguel,No info,Ciutadella de Menorca,Entire chalet,Entire home/apt,7,1,5,140
Home in Es Mercadal,Fernando - Interhome Group,No info,Alaior,Entire home,Entire home/apt,10,4,7,457
Rental unit in Port d'Addaia,Britta,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,1,3,83
Townhouse in Cap d'Artrutx,Alexia,No info,Ciutadella de Menorca,Entire townhouse,Entire home/apt,2,1,1,145
Rental unit in Cala Galdana,Mandi,No info,Ferreries,Entire rental unit,Entire home/apt,6,1,5,91
Condo in Son Parc,Fernando,No info,Es Mercadal,Entire condo,Entire home/apt,6,2,5,226
Home in Illes Balears,Francisco,No info,Ciutadella de Menorca,Entire home,Entire home/apt,6,2,5,275
Rental unit in San Jaime Mediterraneo,agueda,No info,Alaior,Entire rental unit,Entire home/apt,4,1,4,131
Villa in Cap d'Artrutx,Villa Plus,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,6,2,5,403
Chalet in Cap d'Artrutx,Holidu,No info,Ciutadella de Menorca,Entire chalet,Entire home/apt,4,1,3,59
Chalet in Torre del Ram,Menorca,No info,Ciutadella de Menorca,Entire chalet,Entire home/apt,11,4,10,550
Condo in Ciutadella de Menorca,Nuri,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,4,1,2,40
Villa in Es Mercadal,Bernat,No info,Es Mercadal,Entire villa,Entire home/apt,8,3,6,275
Rental unit in Arenal d'en Castell,Holidu,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,1,4,77
Boutique Hotel in Mao,Hotel,No info,Mahon,Room in boutique Hotel,Hotel room,2,1,1,204
Rental unit in Es Mercadal,Carmen,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,2,4,176
Home in San Jaime Mediterraneo,Daniele,No info,Alaior,Entire home,Entire home/apt,6,2,3,350
Rental unit in Platges de Fornells,Margherita,No info,Es Mercadal,Private room in rental unit,Private room,3,1,1,68
Chalet in San Jaime Mediterraneo,Nathalie,No info,Alaior,Private room in chalet,Private room,2,1,2,140
Rental unit in Ciutadella de Menorca,Jorge,No info,Ciutadella de Menorca,Private room in rental unit,Private room,2,1,2,120
Rental unit in Alaior,Carme,No info,Alaior,Private room in rental unit,Private room,2,1,1,80
Cottage in Mao,Elodia,No info,Alaior,Private room in cottage,Private room,2,1,2,75
Home in Mao,Nasel,No info,Mahon,Private room in home,Private room,1,1,1,39
Rental unit in San Jaime Mediterraneo,Virginia,No info,Alaior,Entire rental unit,Entire home/apt,10,0,7,118
Condo in San Jaime Mediterraneo,Maria Gracia,No info,Alaior,Entire condo,Entire home/apt,4,1,3,45
Guest suite in Ferreries,Antoni,No info,Ferreries,Entire guest suite,Entire home/apt,2,1,3,57
Casa particular in Cala de Sant Esteve,Jose,No info,Es Castell,Casa particular,Entire home/apt,4,1,2,175
Tiny home in Cala en Porter,Ra,No info,Alaior,Tiny home,Entire home/apt,2,1,1,146
Villa in Cala en Porter,Maria,No info,Alaior,Entire villa,Entire home/apt,6,2,4,117
Townhouse in Mao,Valentin,No info,Mahon,Private room in townhouse,Private room,2,1,1,120
Vacation home in Punta Prima,3Villas,No info,Sant Lluis,Entire vacation home,Entire home/apt,5,2,3,221
Villa in Trebeluger,Menorca Habitat,No info,Sant Lluis,Entire villa,Entire home/apt,8,4,5,279
Home in Es Mercadal,Aitor,No info,Es Mercadal,Entire home,Entire home/apt,12,3,11,375
Villa in Illes Balears,3Villas,No info,Es Mercadal,Entire villa,Entire home/apt,8,3,10,1200
Rental unit in Ciutadella de Menorca,Rafa,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,6,2,5,60
Home in Ciutadella de Menorca,Rafael,No info,Ciutadella de Menorca,Entire home,Entire home/apt,6,2,5,150
Villa in Binibequer,Holidu,No info,Sant Lluis,Entire villa,Entire home/apt,6,5,5,150
Home in Illes Balears,Esperanza,No info,Mahon,Entire home,Entire home/apt,6,3,6,200
Villa in Cala Llonga,Solmar,No info,Mahon,Entire villa,Entire home/apt,6,2,5,307
Home in Ciutadella de Menorca,Holidu,No info,Ciutadella de Menorca,Entire home,Entire home/apt,4,1,3,112
Villa in Biniancolla,Paul,No info,Sant Lluis,Entire villa,Entire home/apt,6,2,5,156
Condo in Cap d'Artrutx,David,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,3,1,1,75
Rental unit in Mao,Mireia,No info,Mahon,Entire rental unit,Entire home/apt,2,1,1,120
Rental unit in Cala en Porter,Damia,No info,Alaior,Entire rental unit,Entire home/apt,4,1,2,50
Home in Son Parc,3Villas,No info,Es Mercadal,Entire home,Entire home/apt,9,2,8,960
Villa in Binibequer,Villa Plus,No info,Sant Lluis,Entire villa,Entire home/apt,8,3,7,641
Condo in Cala en Blanes,Joaquin,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,5,1,4,50
Villa in Son Bou,Julio,No info,Alaior,Entire villa,Entire home/apt,5,2,5,174
Villa in Ciudadela de Menorca,Villa Plus,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,3,1,2,267
Condo in Cala Galdana,Joan,No info,Ferreries,Entire condo,Entire home/apt,5,1,3,150
Home in Illes Balears,Marta,No info,Ciutadella de Menorca,Entire home,Entire home/apt,6,2,3,180
Villa in Binibequer,Holidu,No info,Sant Lluis,Entire villa,Entire home/apt,6,2,5,169
Condo in Fornells,Victor,No info,Es Mercadal,Entire condo,Entire home/apt,8,2,8,180
Rental unit in Arenal d'en Castell,Andreu,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,1,4,70
Home in Son Carrio,Luis,No info,Ciutadella de Menorca,Entire home,Entire home/apt,6,1,5,250
Rental unit in Son Carrio,Cocoislander SLU,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,3,100
Rental unit in Fornells,Montse,No info,Es Mercadal,Entire rental unit,Entire home/apt,6,1,5,375
Rental unit in Platges de Fornells,Gemma,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,1,2,130
Condo in Torre Soli Nou,Alexandra,No info,Alaior,Entire condo,Entire home/apt,4,1,3,107
Villa in Cap d'Artrutx,World2Meet,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,6,2,5,124
Home in Cap d'Artrutx,Meritxell,No info,Ciutadella de Menorca,Entire home,Entire home/apt,4,1,3,100
Home in Son Xoriguer,Holidu,No info,Ciutadella de Menorca,Entire home,Entire home/apt,4,1,3,152
Villa in Ciudadela de Menorca,Villa Plus,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,5,1,4,329
Condo in Ciutadella de Menorca,Maria Dolores,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,4,2,5,85
Rental unit in Son Parc,Juan Pedro,No info,Es Mercadal,Entire rental unit,Entire home/apt,5,1,3,125
Villa in Son Bou,James,No info,Alaior,Entire villa,Entire home/apt,6,2,3,192
Condo in Cala en Bosc,Mar,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,4,1,3,189
Home in Son Xoriguer,Galle,No info,Ciutadella de Menorca,Entire home,Entire home/apt,4,1,0,164
Rental unit in Ciutadella de Menorca,Holidu,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,3,118
Home in Cap d'Artrutx,Ruben,No info,Ciutadella de Menorca,Entire home,Entire home/apt,6,2,0,249
Condo in Sant Lluis,Xavier,No info,Sant Lluis,Entire condo,Entire home/apt,3,1,1,90
Rental unit in Binibequer,Xavier,No info,Sant Lluis,Entire rental unit,Entire home/apt,3,1,1,90
Villa in Sant Lluis,Villa Plus,No info,Sant Lluis,Entire villa,Entire home/apt,6,3,5,384
Boat in Port of Mahon,Black Marlin,No info,Mahon,Boat,Entire home/apt,8,4,4,1476
Condo in Los Delfines,Ana,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,4,1,3,60
Boat in Illes Balears,Menorca Luxury Broker,No info,Mahon,Boat,Entire home/apt,6,2,5,2160
Rental unit in Binibequer,Javier,No info,Sant Lluis,Entire rental unit,Entire home/apt,4,1,3,72
Rental unit in Ciutadella de Menorca,Marc,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,0,140
Condo in Ciutadella de Menorca,Joaquin,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,5,1,4,44
Rental unit in Arenal d'en Castell,Bernardo,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,1,3,113
Villa in Cap d'Artrutx,Carolina,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,10,2,8,116
Rental unit in Ciutadella de Menorca,Marius,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,2,100
Villa in Ciudadela de Menorca,Eduard,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,8,2,7,200
Villa in Cap d'Artrutx,Villa Plus,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,6,2,5,740
Rental unit in Son Xoriguer,Azin,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,2,4,65
Condo in Arenal d'en Castell,Alberto,No info,Es Mercadal,Entire condo,Entire home/apt,6,1,4,90
Rental unit in Son Parc,Gema,No info,Es Mercadal,Entire rental unit,Entire home/apt,4,1,3,120
Condo in Ciutadella de Menorca,Rosi,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,6,1,5,105
Rental unit in Ciutadella de Menorca,Holidu,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,3,103
Villa in Ciudadela de Menorca,Barbara,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,8,3,5,300
Home in Menorca,Familia,No info,Ciutadella de Menorca,Entire home,Entire home/apt,4,2,2,142
Condo in Es Mercadal,Noemi,No info,Es Mercadal,Entire condo,Entire home/apt,2,1,1,100
Vacation home in Ciutadella de Menorca,Francesc,No info,Ciutadella de Menorca,Entire vacation home,Entire home/apt,6,1,5,85
Home in Sant Lluis,Gregoire,No info,Sant Lluis,Entire home,Entire home/apt,8,3,6,386
Serviced apartment in Ciutadella de Menorca,Matias Javier,No info,Ciutadella de Menorca,Entire serviced apartment,Entire home/apt,2,1,1,500
Condo in Cala en Porter,3Villas,No info,Alaior,Entire condo,Entire home/apt,4,1,3,600
Villa in Cala en Porter,Scott,No info,Alaior,Entire villa,Entire home/apt,8,2,4,250
Home in Cala en Porter,Irene,No info,Alaior,Entire home,Entire home/apt,6,1,3,182
Villa in Cala Galdana,Nicolas,No info,Ferreries,Entire villa,Entire home/apt,10,3,6,540
Home in Serpentona,Amaia,No info,Ferreries,Entire home,Entire home/apt,4,1,4,150
Villa in Sant Jaume,Olivers,No info,Alaior,Entire villa,Entire home/apt,6,2,0,153
Rental unit in Cala en Bosc,Aloha,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,3,120
Rental unit in Cala en Blanes,Holidu,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,2,4,98
Villa in Illes Balears,Villa Plus,No info,Es Mercadal,Entire villa,Entire home/apt,6,2,5,461
Villa in Es Mercadal,Solmar,No info,Es Mercadal,Entire villa,Entire home/apt,6,2,5,319
Villa in Cap d'Artrutx,Richard,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,6,2,5,285
Home in Alaior,Matias Javier,No info,Alaior,Entire home,Entire home/apt,8,3,6,3000
Condo in San Jaime Mediterraneo,Elena,No info,Alaior,Entire condo,Entire home/apt,4,1,3,195
Rental unit in Cala Blanca,Holidu,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,4,1,3,77
Villa in Sant Jaume,Villa Plus,No info,Alaior,Entire villa,Entire home/apt,6,3,6,598
Villa in Sant Jaume,3Villas,No info,Alaior,Entire villa,Entire home/apt,10,4,9,1440
Rental unit in Son Carrio,Holidu,No info,Ciutadella de Menorca,Entire rental unit,Entire home/apt,3,1,5,117
Vacation home in Cap d'Artrutx,Maria,No info,Ciutadella de Menorca,Entire vacation home,Entire home/apt,8,3,6,291
Villa in Ciudadela de Menorca,Villa Plus,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,8,4,6,811
Villa in Cala en Blanes,Villa Plus,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,7,2,6,429
Villa in Binissafuller,Villa Plus,No info,Sant Lluis,Entire villa,Entire home/apt,8,4,6,650
Condo in Ciutadella de Menorca,Matteo,No info,Ciutadella de Menorca,Entire condo,Entire home/apt,6,1,4,60
Villa in Ciudadela de Menorca,Villa Plus,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,6,3,5,449
Villa in Es Mercadal,Villa Plus,No info,Es Mercadal,Entire villa,Entire home/apt,8,3,7,423
Chalet in Ciutadella de Menorca,Neus,No info,Ciutadella de Menorca,Entire chalet,Entire home/apt,7,3,6,350
Home in Ciutadella de Menorca,Anne,No info,Ciutadella de Menorca,Entire home,Entire home/apt,8,3,6,390
Villa in Sant Lluis,Holidu,No info,Sant Lluis,Entire villa,Entire home/apt,8,3,7,371
Home in Ciutadella de Menorca,Audrey,No info,Ciutadella de Menorca,Entire home,Entire home/apt,6,2,8,0
Villa in Ciudadela de Menorca,Cati,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,8,3,6,289
Rental unit in Arenal d'en Castell,Damian,No info,Es Mercadal,Entire rental unit,Entire home/apt,6,1,5,120
Villa in Binibequer,Michael,No info,Sant Lluis,Entire villa,Entire home/apt,8,3,6,520
Boutique Hotel in Ciutadella de Menorca,Port Antic Ciutadella.,No info,Ciutadella de Menorca,Room in boutique Hotel,Hotel room,2,0,1,81
Villa in Binibequer,Menorca Luxury Broker,No info,Sant Lluis,Entire villa,Entire home/apt,9,3,6,1159
Hotel in Ciutadella de Menorca,Homerti,No info,Ciutadella de Menorca,Room in Hotel,Private room,2,1,1,170
Hotel in Cales Piques,Sea Club,No info,Ciutadella de Menorca,Room in Hotel,Private room,2,1,3,605
Villa in Ciudadela de Menorca,Villa Plus,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,16,8,16,1474
Villa in Sant Jaume,World2Meet,No info,Alaior,Entire villa,Entire home/apt,6,2,5,194
Home in Ferreries,Carlos,No info,Ferreries,Entire home,Entire home/apt,12,5,12,357
Cottage in Es Mercadal,L'Enzell Menorca,No info,Es Mercadal,Entire cottage,Entire home/apt,10,3,8,180
Rental unit in Illes Balears,Jerome,No info,Mahon,Private room in rental unit,Private room,2,1,1,106
Home in Serra Morena,Lola,No info,Mahon,Private room in home,Private room,2,1,4,40
Rental unit in Cala Galdana,Sonne Villas,No info,Ferreries,Entire rental unit,Entire home/apt,4,2,3,74
Home in Ferreries,3Villas,No info,Ferreries,Entire home,Entire home/apt,10,3,10,1200
Villa in Illes Balears,3Villas,No info,Ferreries,Entire villa,Entire home/apt,8,2,7,1200
Cottage in Illes Balears,Marta,No info,Ferreries,Entire cottage,Entire home/apt,12,4,8,515
Villa in Alaior,World2Meet,No info,Alaior,Entire villa,Entire home/apt,6,3,5,145
Home in Es Canutells,Anna,No info,Mahon,Entire home,Entire home/apt,6,2,5,210
Villa in Illes Balears,Sonne Villas,No info,Ciutadella de Menorca,Entire villa,Entire home/apt,7,3,5,150
Vacation home in Punta Prima,3Villas,No info,Sant Lluis,Entire vacation home,Entire home/apt,3,1,2,75
Villa in Es Canutells,Julia,No info,Mahon,Entire villa,Entire home/apt,7,2,6,220
Guesthouse in Illes Balears,Guillaume,No info,Alaior,Entire guesthouse,Entire home/apt,8,2,4,500
Villa in Es Canutells,Marta,No info,Mahon,Entire villa,Entire home/apt,6,3,4,179
Cottage in Sant Lluis,Jose Manuel,No info,Sant Lluis,Private room in cottage,Private room,2,1,1,45
Home in Illes Balears,Alina,No info,Ferreries,Entire home,Entire home/apt,3,1,2,300
