IdVenta,Fecha,Producto,Categoria,Ciudad,Precio,Cantidad
58605,2022-06-30,Ratón,Accesorios,Madrid,662.44,8
58606,2023-09-29,Impresora,Gaming,Valladolid,1573.62,10
58607,2022-12-21,Teclado,Informática,Valencia,1658.25,9
58608,2023-01-07,Ratón,Informática,Madrid,69.97,10
58609,2024-06-21,Altavoz,Accesorios,Valladolid,29.77,1
58610,2023-11-16,Impresora,Accesorios,Barcelona,142.97,6
58611,2024-02-15,Impresora,Oficina,Bilbao,1821.73,7
58612,2023-08-22,Portátil,Informática,Bilbao,1870.89,3
58613,2022-02-23,Auriculares,Oficina,Barcelona,150.21,9
58614,2024-08-29,Altavoz,Gaming,Barcelona,1890.36,9
58615,2023-08-31,Altavoz,Informática,Sevilla,860.9,6
58616,2024-04-22,Monitor,Oficina,Sevilla,499.74,1
58617,2024-01-12,Ratón,Gaming,Málaga,1439.05,6
58618,2023-12-30,Impresora,Informática,Zaragoza,1261.94,2
58619,2023-07-24,Disco SSD,Informática,Barcelona,276.25,2
58620,2023-09-15,Auriculares,Accesorios,Barcelona,222.48,5
58621,2024-06-21,Altavoz,Oficina,Málaga,1870.21,8
58622,2023-06-28,Monitor,Oficina,Zaragoza,1170.65,4
58623,2023-10-29,Impresora,Accesorios,Málaga,857.85,7
58624,2022-10-20,Webcam,Oficina,Madrid,1143.31,6
58625,2022-05-30,Tablet,Oficina,Bilbao,814.49,3
58626,2023-08-28,Monitor,Oficina,Barcelona,422.47,10
58627,2022-08-14,Portátil,Gaming,Zaragoza,231.81,10
58628,2023-05-10,Webcam,Oficina,Barcelona,1846.31,7
58629,2022-10-09,Portátil,Accesorios,Sevilla,1577.29,4
58630,2023-08-15,Impresora,Gaming,Valladolid,1496.14,10
58631,2022-03-02,Disco SSD,Accesorios,Bilbao,909.98,5
58632,2024-07-26,Tablet,Gaming,Valladolid,1921.58,1
58633,2023-06-22,Disco SSD,Oficina,Barcelona,111.92,6
58634,2024-05-02,Teclado,Gaming,Zaragoza,531.0,7
58635,2023-12-04,Impresora,Informática,Bilbao,221.35,9
58636,2024-01-30,Tablet,Gaming,Barcelona,1483.93,3
58637,2024-02-20,Monitor,Informática,Bilbao,22.76,10
58638,2023-08-30,Tablet,Informática,Valencia,808.53,10
58639,2022-12-20,Tablet,Informática,Valencia,90.88,10
58640,2023-03-13,Portátil,Gaming,Valencia,415.27,3
58641,2022-06-25,Impresora,Accesorios,Barcelona,1844.67,7
58642,2023-11-22,Disco SSD,Accesorios,Málaga,284.54,5
58643,2022-02-07,Auriculares,Oficina,Zaragoza,1731.87,4
58644,2024-03-25,Altavoz,Gaming,Sevilla,563.47,7
58645,2022-10-09,Auriculares,Gaming,Madrid,945.78,8
58646,2023-09-27,Teclado,Informática,Valladolid,34.23,9
58647,2022-01-26,Monitor,Accesorios,Zaragoza,1843.16,5
58648,2023-04-09,Tablet,Accesorios,Zaragoza,776.99,1
58649,2022-12-06,Altavoz,Gaming,Sevilla,1055.41,8
58650,2023-07-27,Teclado,Gaming,Málaga,720.89,6
58651,2023-05-20,Monitor,Gaming,Zaragoza,1530.16,7
58652,2024-01-06,Altavoz,Accesorios,Valladolid,75.99,2
58653,2022-06-05,Webcam,Informática,Valladolid,884.81,5
58654,2022-08-19,Tablet,Oficina,Málaga,1952.33,8
58655,2024-08-26,Ratón,Gaming,Bilbao,961.64,5
58656,2023-11-23,Auriculares,Informática,Zaragoza,1955.93,2
58657,2023-03-16,Auriculares,Accesorios,Madrid,1735.78,10
58658,2023-10-06,Teclado,Gaming,Málaga,184.82,4
58659,2024-04-04,Tablet,Accesorios,Valladolid,1713.7,5
58660,2022-09-08,Portátil,Oficina,Sevilla,1380.7,5
58661,2022-09-13,Tablet,Informática,Zaragoza,1823.41,10
58662,2022-04-18,Auriculares,Gaming,Bilbao,857.55,6
58663,2022-11-01,Monitor,Informática,Madrid,1156.61,8
58664,2023-06-16,Disco SSD,Oficina,Valencia,898.63,1
58665,2022-05-20,Ratón,Accesorios,Sevilla,457.09,10
58666,2024-04-19,Impresora,Gaming,Bilbao,1865.2,2
58667,2023-11-13,Webcam,Informática,Valladolid,1013.26,9
58668,2024-01-14,Monitor,Accesorios,Barcelona,989.68,3
58669,2023-06-25,Portátil,Gaming,Sevilla,59.39,5
58670,2024-01-27,Ratón,Oficina,Bilbao,1340.34,2
58671,2024-06-01,Auriculares,Oficina,Sevilla,467.95,3
58672,2022-07-20,Auriculares,Oficina,Zaragoza,1017.26,7
58673,2024-07-08,Auriculares,Accesorios,Barcelona,1067.14,1
58674,2024-02-07,Webcam,Oficina,Valladolid,1601.07,6
58675,2024-08-05,Altavoz,Informática,Bilbao,1677.62,6
58676,2023-02-20,Impresora,Accesorios,Zaragoza,388.82,5
58677,2024-04-13,Webcam,Oficina,Málaga,112.17,8
58678,2022-08-26,Webcam,Accesorios,Valencia,1640.88,4
58679,2023-08-15,Auriculares,Oficina,Barcelona,147.05,2
58680,2023-05-29,Teclado,Gaming,Sevilla,1326.92,7
58681,2023-12-13,Teclado,Gaming,Valladolid,1453.06,5
58682,2024-07-20,Teclado,Oficina,Málaga,1375.58,8
58683,2022-11-03,Portátil,Accesorios,Zaragoza,424.92,9
58684,2022-11-01,Monitor,Gaming,Valladolid,1581.47,3
58685,2022-06-12,Tablet,Accesorios,Bilbao,1783.99,2
58686,2023-10-05,Portátil,Informática,Málaga,1525.67,5
58687,2024-08-04,Disco SSD,Accesorios,Valladolid,192.97,8
58688,2023-03-24,Ratón,Gaming,Madrid,411.62,4
58689,2023-01-28,Impresora,Accesorios,Madrid,78.42,8
58690,2023-07-06,Impresora,Gaming,Sevilla,1777.65,8
58691,2023-08-30,Tablet,Accesorios,Valencia,1615.19,2
58692,2022-10-24,Impresora,Gaming,Barcelona,60.16,5
58693,2022-06-26,Teclado,Gaming,Sevilla,348.89,2
58694,2023-02-09,Teclado,Oficina,Valladolid,480.03,10
58695,2022-09-02,Disco SSD,Oficina,Barcelona,1907.55,2
58696,2022-01-06,Tablet,Gaming,Madrid,1800.95,6
58697,2022-12-24,Tablet,Informática,Sevilla,1800.82,2
58698,2022-10-04,Auriculares,Informática,Barcelona,631.99,4
58699,2024-06-07,Auriculares,Informática,Valladolid,764.57,7
58700,2024-04-23,Teclado,Accesorios,Málaga,1714.52,6
58701,2022-01-21,Portátil,Oficina,Valladolid,1641.28,8
58702,2023-09-01,Auriculares,Oficina,Barcelona,784.34,3
58703,2024-07-28,Auriculares,Accesorios,Valladolid,446.54,2
58704,2022-03-16,Ratón,Oficina,Zaragoza,330.38,10
58705,2024-04-14,Altavoz,Gaming,Málaga,1970.44,10
58706,2023-10-27,Monitor,Gaming,Sevilla,419.48,6
58707,2022-07-27,Portátil,Oficina,Zaragoza,1290.72,3
58708,2024-08-12,Monitor,Informática,Málaga,595.74,2
58709,2024-08-05,Webcam,Oficina,Valencia,1692.0,8
58710,2022-05-31,Impresora,Accesorios,Bilbao,1723.35,8
58711,2022-02-20,Impresora,Oficina,Sevilla,1259.18,1
58712,2024-03-16,Teclado,Oficina,Bilbao,668.65,5
58713,2022-03-03,Teclado,Accesorios,Barcelona,686.97,1
58714,2023-11-14,Teclado,Accesorios,Barcelona,648.73,1
58715,2024-04-06,Webcam,Gaming,Madrid,627.61,2
58716,2024-05-12,Disco SSD,Accesorios,Zaragoza,613.91,7
58717,2024-02-22,Auriculares,Oficina,Bilbao,1031.36,2
58718,2022-01-06,Altavoz,Oficina,Bilbao,921.89,5
58719,2022-12-05,Webcam,Gaming,Málaga,1256.39,2
58720,2022-10-02,Tablet,Gaming,Sevilla,1702.0,3
58721,2023-09-21,Ratón,Gaming,Bilbao,1120.12,1
58722,2022-04-01,Impresora,Informática,Sevilla,1698.29,5
58723,2023-05-12,Impresora,Informática,Málaga,389.45,1
58724,2024-04-19,Impresora,Gaming,Valencia,167.86,6
58725,2024-06-12,Auriculares,Informática,Málaga,328.13,8
58726,2022-09-19,Auriculares,Oficina,Málaga,1220.26,6
58727,2023-02-16,Teclado,Accesorios,Barcelona,95.52,7
58728,2023-12-04,Altavoz,Accesorios,Sevilla,1982.51,4
58729,2022-10-25,Teclado,Oficina,Barcelona,779.34,10
58730,2022-12-01,Auriculares,Informática,Valladolid,1954.07,3
58731,2022-12-06,Monitor,Oficina,Zaragoza,1886.19,9
58732,2022-03-11,Tablet,Informática,Málaga,1912.31,10
58733,2022-07-08,Webcam,Oficina,Valencia,1291.07,10
58734,2022-07-16,Altavoz,Informática,Zaragoza,567.8,8
58735,2022-02-06,Webcam,Oficina,Málaga,1376.95,5
58736,2024-03-26,Disco SSD,Gaming,Zaragoza,1490.16,3
58737,2023-02-18,Impresora,Informática,Valladolid,687.41,7
58738,2022-05-09,Altavoz,Gaming,Bilbao,1783.53,10
58739,2023-03-30,Tablet,Gaming,Valladolid,1293.38,7
58740,2024-08-31,Tablet,Gaming,Sevilla,1494.59,1
58741,2024-01-28,Teclado,Accesorios,Sevilla,1438.55,6
58742,2023-09-17,Portátil,Gaming,Valladolid,363.88,2
58743,2022-03-18,Impresora,Gaming,Valladolid,161.37,8
58744,2022-11-15,Portátil,Gaming,Madrid,1564.64,9
58745,2022-10-26,Tablet,Gaming,Zaragoza,1023.35,3
58746,2022-09-02,Portátil,Informática,Sevilla,120.8,4
58747,2024-03-31,Ratón,Oficina,Bilbao,1513.3,6
58748,2023-01-23,Webcam,Oficina,Barcelona,1495.21,9
58749,2022-10-12,Portátil,Gaming,Madrid,1744.44,4
58750,2023-02-09,Ratón,Gaming,Bilbao,244.46,5
58751,2024-04-25,Auriculares,Accesorios,Valencia,885.7,4
58752,2024-08-27,Altavoz,Accesorios,Valencia,552.14,2
58753,2024-03-02,Teclado,Accesorios,Bilbao,1931.8,5
58754,2024-09-12,Portátil,Gaming,Zaragoza,1234.58,9
58755,2023-06-23,Portátil,Oficina,Barcelona,965.2,6
58756,2024-08-17,Teclado,Informática,Madrid,347.95,8
58757,2023-04-21,Altavoz,Accesorios,Barcelona,1570.4,10
58758,2023-01-28,Ratón,Gaming,Zaragoza,1007.73,5
58759,2022-08-24,Disco SSD,Oficina,Bilbao,312.34,8
58760,2024-08-02,Auriculares,Oficina,Madrid,1179.34,5
58761,2024-07-23,Tablet,Gaming,Valladolid,1756.68,10
58762,2023-12-22,Portátil,Informática,Valencia,875.2,7
58763,2023-12-10,Tablet,Accesorios,Sevilla,1432.96,7
58764,2022-03-13,Disco SSD,Informática,Valladolid,1489.1,6
58765,2022-06-10,Disco SSD,Informática,Zaragoza,1784.73,7
58766,2024-02-02,Portátil,Informática,Barcelona,884.59,6
58767,2022-04-18,Impresora,Oficina,Bilbao,973.77,1
58768,2024-08-13,Teclado,Oficina,Madrid,208.2,3
58769,2024-06-28,Webcam,Informática,Bilbao,1486.28,3
58770,2022-05-12,Tablet,Accesorios,Málaga,814.46,10
58771,2023-08-22,Altavoz,Gaming,Bilbao,339.06,6
58772,2023-05-28,Impresora,Informática,Madrid,1146.81,8
58773,2023-04-15,Webcam,Oficina,Sevilla,1287.37,7
58774,2023-05-26,Auriculares,Accesorios,Bilbao,1376.15,4
58775,2023-01-26,Webcam,Oficina,Zaragoza,1244.14,8
58776,2022-09-23,Altavoz,Accesorios,Málaga,1850.94,7
58777,2023-08-17,Tablet,Oficina,Valencia,1910.28,8
58778,2022-04-18,Webcam,Oficina,Madrid,345.42,3
58779,2022-07-15,Webcam,Accesorios,Bilbao,1563.41,10
58780,2024-07-24,Webcam,Oficina,Sevilla,580.37,8
58781,2024-06-21,Ratón,Informática,Bilbao,626.05,4
58782,2023-01-11,Impresora,Accesorios,Málaga,1453.26,10
58783,2022-03-11,Disco SSD,Oficina,Barcelona,509.41,10
58784,2024-03-14,Webcam,Accesorios,Zaragoza,1888.97,2
58785,2022-10-07,Impresora,Informática,Madrid,838.5,10
58786,2022-06-23,Webcam,Oficina,Bilbao,487.41,3
58787,2024-01-24,Altavoz,Gaming,Valencia,466.65,3
58788,2022-03-02,Auriculares,Gaming,Valencia,273.88,8
58789,2024-06-22,Tablet,Gaming,Málaga,926.04,10
58790,2023-08-02,Teclado,Gaming,Bilbao,1510.27,10
58791,2023-12-03,Auriculares,Oficina,Valencia,1623.06,9
58792,2024-07-06,Auriculares,Gaming,Málaga,541.3,7
58793,2023-06-26,Tablet,Oficina,Valladolid,1361.38,9
58794,2022-04-14,Portátil,Accesorios,Madrid,550.16,7
58795,2022-10-29,Altavoz,Oficina,Málaga,1608.69,9
58796,2024-07-10,Disco SSD,Oficina,Barcelona,1100.14,9
58797,2023-09-06,Teclado,Accesorios,Málaga,573.64,5
58798,2024-05-19,Impresora,Oficina,Valencia,509.68,3
58799,2022-09-01,Impresora,Gaming,Valencia,1007.36,9
58800,2022-04-06,Ratón,Oficina,Zaragoza,11.54,9
58801,2022-09-21,Webcam,Oficina,Zaragoza,1173.86,10
58802,2023-10-19,Altavoz,Informática,Zaragoza,1451.8,1
58803,2023-01-05,Altavoz,Accesorios,Bilbao,1744.06,2
58804,2024-07-01,Monitor,Informática,Madrid,509.93,9
58805,2024-03-15,Portátil,Accesorios,Valladolid,870.36,8
58806,2022-07-27,Impresora,Gaming,Valencia,266.85,1
58807,2022-03-10,Ratón,Oficina,Valladolid,654.98,9
58808,2024-09-20,Impresora,Oficina,Zaragoza,181.21,2
58809,2022-09-07,Impresora,Oficina,Málaga,365.09,3
58810,2023-03-07,Portátil,Oficina,Madrid,668.32,7
58811,2022-05-24,Impresora,Informática,Sevilla,472.03,6
58812,2022-01-05,Webcam,Informática,Zaragoza,666.75,2
58813,2023-10-25,Impresora,Oficina,Bilbao,1185.4,2
58814,2024-04-12,Auriculares,Oficina,Madrid,688.66,9
58815,2022-01-12,Auriculares,Gaming,Sevilla,1999.56,9
58816,2023-04-21,Ratón,Oficina,Barcelona,1315.42,1
58817,2022-11-04,Portátil,Gaming,Madrid,673.08,7
58818,2022-01-18,Teclado,Informática,Zaragoza,1546.12,8
58819,2024-04-18,Portátil,Gaming,Málaga,955.13,9
58820,2022-12-24,Monitor,Oficina,Sevilla,1901.73,1
58821,2024-01-20,Teclado,Oficina,Madrid,911.41,9
58822,2022-05-14,Monitor,Accesorios,Bilbao,409.51,2
58823,2024-03-21,Webcam,Gaming,Bilbao,1172.74,1
58824,2022-11-27,Tablet,Accesorios,Bilbao,866.44,10
58825,2023-09-24,Ratón,Oficina,Zaragoza,1891.14,5
58826,2023-07-05,Webcam,Informática,Barcelona,1704.4,2
58827,2024-06-29,Auriculares,Informática,Zaragoza,534.17,7
58828,2022-10-24,Auriculares,Accesorios,Málaga,1250.27,5
58829,2022-12-05,Portátil,Oficina,Zaragoza,358.44,4
58830,2022-04-21,Auriculares,Informática,Sevilla,803.09,1
58831,2022-01-05,Altavoz,Gaming,Bilbao,806.82,1
58832,2022-10-29,Disco SSD,Accesorios,Zaragoza,1780.65,7
58833,2022-01-07,Teclado,Gaming,Valladolid,1459.46,3
58834,2022-06-30,Tablet,Informática,Sevilla,171.09,6
58835,2023-05-04,Disco SSD,Oficina,Málaga,242.06,3
58836,2023-11-14,Tablet,Gaming,Valladolid,569.01,2
58837,2022-09-11,Altavoz,Accesorios,Málaga,612.73,10
58838,2023-08-10,Impresora,Oficina,Zaragoza,1034.81,3
58839,2023-05-27,Impresora,Oficina,Bilbao,1689.15,8
58840,2022-12-05,Portátil,Gaming,Valladolid,953.11,1
58841,2023-08-05,Altavoz,Gaming,Sevilla,491.57,3
58842,2024-08-10,Webcam,Gaming,Barcelona,1800.2,8
58843,2023-12-18,Impresora,Accesorios,Zaragoza,1098.53,7
58844,2022-07-31,Ratón,Accesorios,Sevilla,1458.79,9
58845,2023-06-28,Webcam,Accesorios,Zaragoza,1945.61,3
58846,2024-08-31,Altavoz,Informática,Bilbao,1667.48,10
58847,2022-02-25,Teclado,Oficina,Barcelona,1487.56,9
58848,2022-10-11,Webcam,Gaming,Valladolid,1127.06,10
58849,2023-06-23,Monitor,Gaming,Málaga,1367.61,4
58850,2022-01-24,Ratón,Accesorios,Málaga,1028.71,10
58851,2024-06-09,Ratón,Accesorios,Valencia,566.29,8
58852,2022-08-19,Monitor,Accesorios,Valladolid,1404.99,2
58853,2024-02-17,Webcam,Informática,Bilbao,830.8,5
58854,2023-07-16,Tablet,Informática,Barcelona,1929.05,4
58855,2022-07-05,Impresora,Oficina,Bilbao,955.56,9
58856,2022-10-10,Auriculares,Informática,Zaragoza,210.43,10
58857,2024-05-27,Monitor,Informática,Bilbao,1038.8,5
58858,2022-08-10,Portátil,Informática,Madrid,522.47,9
58859,2023-01-31,Teclado,Informática,Valencia,180.82,1
58860,2023-03-17,Ratón,Accesorios,Bilbao,157.31,1
58861,2023-05-23,Impresora,Informática,Málaga,767.44,2
58862,2023-04-07,Ratón,Oficina,Bilbao,1269.0,2
58863,2022-11-12,Monitor,Accesorios,Bilbao,1050.7,5
58864,2024-02-28,Disco SSD,Oficina,Bilbao,217.86,7
58865,2024-03-11,Auriculares,Oficina,Zaragoza,1312.33,6
58866,2023-01-13,Webcam,Oficina,Málaga,87.59,7
58867,2022-01-08,Tablet,Gaming,Sevilla,1665.76,3
58868,2022-07-11,Auriculares,Accesorios,Sevilla,1860.11,8
58869,2022-05-24,Auriculares,Gaming,Valencia,1788.82,3
58870,2023-11-25,Monitor,Oficina,Sevilla,1245.63,2
58871,2024-02-15,Teclado,Oficina,Zaragoza,1248.98,10
58872,2024-04-20,Altavoz,Gaming,Madrid,1036.89,9
58873,2024-06-04,Teclado,Gaming,Bilbao,1395.38,9
58874,2023-08-30,Teclado,Gaming,Sevilla,1742.37,4
58875,2023-12-13,Portátil,Informática,Málaga,115.74,4
58876,2022-01-09,Teclado,Accesorios,Málaga,41.06,10
58877,2024-08-27,Portátil,Oficina,Bilbao,925.42,4
58878,2023-06-25,Monitor,Gaming,Zaragoza,716.47,10
58879,2023-04-15,Monitor,Oficina,Málaga,1728.77,9
58880,2022-09-17,Portátil,Informática,Málaga,558.45,3
58881,2023-09-14,Ratón,Informática,Sevilla,1950.05,9
58882,2022-06-09,Altavoz,Oficina,Madrid,25.85,4
58883,2023-06-19,Portátil,Oficina,Valencia,13.22,9
58884,2022-04-12,Tablet,Informática,Sevilla,1337.56,9
58885,2022-07-03,Altavoz,Accesorios,Valladolid,429.5,9
58886,2024-05-13,Portátil,Accesorios,Valencia,769.83,4
58887,2022-10-07,Tablet,Informática,Bilbao,541.44,5
58888,2024-05-15,Monitor,Oficina,Valladolid,206.73,3
58889,2023-05-10,Altavoz,Accesorios,Zaragoza,1031.56,3
58890,2023-07-20,Teclado,Gaming,Valencia,108.06,1
58891,2023-07-20,Portátil,Oficina,Valladolid,1064.3,7
58892,2022-03-25,Tablet,Accesorios,Valencia,1254.37,9
58893,2023-01-13,Ratón,Oficina,Málaga,497.31,5
58894,2022-07-18,Tablet,Gaming,Madrid,920.46,10
58895,2024-01-13,Webcam,Oficina,Barcelona,1143.97,6
58896,2022-12-31,Altavoz,Accesorios,Málaga,1924.15,5
58897,2024-03-13,Teclado,Accesorios,Valencia,1553.69,10
58898,2023-07-20,Tablet,Informática,Valencia,1062.36,4
58899,2022-07-04,Auriculares,Gaming,Madrid,1603.62,5
58900,2022-07-31,Impresora,Oficina,Bilbao,1260.13,7
58901,2024-06-28,Monitor,Gaming,Málaga,954.75,7
58902,2022-08-17,Altavoz,Accesorios,Málaga,611.78,2
58903,2024-01-27,Tablet,Oficina,Barcelona,357.69,2
58904,2023-11-25,Auriculares,Gaming,Valencia,176.24,4
58905,2024-02-06,Monitor,Gaming,Zaragoza,169.64,4
58906,2024-05-26,Disco SSD,Oficina,Zaragoza,1933.99,6
58907,2023-12-10,Ratón,Gaming,Bilbao,53.43,9
58908,2023-12-15,Impresora,Accesorios,Bilbao,1807.88,6
58909,2024-05-07,Tablet,Informática,Bilbao,58.11,10
58910,2023-11-10,Teclado,Accesorios,Valencia,1333.47,4
58911,2022-07-16,Ratón,Gaming,Madrid,790.95,2
58912,2024-06-03,Monitor,Accesorios,Sevilla,1505.57,2
58913,2022-08-23,Monitor,Informática,Barcelona,1225.94,6
58914,2023-11-22,Impresora,Oficina,Valladolid,499.2,9
58915,2023-07-06,Tablet,Oficina,Valladolid,14.68,4
58916,2024-01-28,Webcam,Oficina,Valencia,805.72,4
58917,2023-04-02,Disco SSD,Oficina,Valladolid,20.27,4
58918,2022-09-04,Ratón,Gaming,Valladolid,326.36,7
58919,2024-03-16,Tablet,Informática,Madrid,1530.96,9
58920,2023-07-15,Disco SSD,Accesorios,Sevilla,1859.1,7
58921,2022-08-05,Auriculares,Accesorios,Sevilla,883.16,2
58922,2022-05-16,Teclado,Oficina,Sevilla,633.21,8
58923,2022-12-30,Portátil,Accesorios,Valencia,125.49,7
58924,2022-05-16,Auriculares,Informática,Valladolid,824.42,2
58925,2024-03-18,Impresora,Gaming,Valencia,572.35,5
58926,2024-04-06,Impresora,Oficina,Valencia,1327.55,8
58927,2023-01-23,Portátil,Oficina,Zaragoza,503.76,4
58928,2023-10-07,Disco SSD,Accesorios,Valladolid,701.57,7
58929,2023-03-09,Auriculares,Gaming,Sevilla,1460.65,2
58930,2022-08-05,Teclado,Accesorios,Barcelona,969.07,6
58931,2024-09-05,Impresora,Gaming,Barcelona,236.96,9
58932,2023-06-19,Monitor,Accesorios,Sevilla,92.16,3
58933,2022-10-03,Monitor,Accesorios,Madrid,1247.54,5
58934,2023-11-14,Tablet,Oficina,Barcelona,1953.64,2
58935,2022-06-12,Impresora,Gaming,Barcelona,1848.5,5
58936,2024-02-07,Portátil,Gaming,Sevilla,919.02,9
58937,2023-08-17,Teclado,Accesorios,Málaga,127.67,10
58938,2024-04-21,Impresora,Gaming,Sevilla,1278.68,6
58939,2022-05-31,Webcam,Accesorios,Zaragoza,1688.73,7
58940,2022-01-20,Ratón,Oficina,Málaga,1870.15,10
58941,2024-09-11,Ratón,Gaming,Bilbao,37.65,3
58942,2022-04-18,Portátil,Gaming,Madrid,1061.64,8
58943,2022-01-03,Impresora,Gaming,Sevilla,1882.55,6
58944,2024-08-24,Teclado,Informática,Barcelona,1803.62,8
58945,2023-11-20,Disco SSD,Informática,Bilbao,56.56,9
58946,2024-02-13,Altavoz,Informática,Valencia,657.25,7
58947,2022-08-21,Disco SSD,Informática,Barcelona,212.06,5
58948,2022-04-03,Tablet,Gaming,Barcelona,1816.38,10
58949,2024-01-02,Teclado,Informática,Bilbao,1450.72,2
58950,2024-08-07,Disco SSD,Accesorios,Madrid,1313.42,7
58951,2023-07-31,Webcam,Oficina,Valencia,1412.25,2
58952,2024-03-26,Monitor,Accesorios,Madrid,663.24,6
58953,2024-01-16,Ratón,Gaming,Madrid,1796.82,2
58954,2023-06-20,Disco SSD,Oficina,Málaga,1591.19,8
58955,2023-08-24,Impresora,Accesorios,Sevilla,1333.16,5
58956,2023-09-20,Auriculares,Accesorios,Sevilla,1844.7,1
58957,2024-04-14,Teclado,Informática,Valladolid,1757.53,2
58958,2022-01-18,Monitor,Gaming,Bilbao,734.9,1
58959,2024-01-07,Monitor,Accesorios,Valencia,1588.9,3
58960,2023-11-12,Altavoz,Gaming,Valladolid,1347.48,8
58961,2024-08-19,Altavoz,Gaming,Zaragoza,1520.23,5
58962,2022-05-16,Webcam,Informática,Málaga,1225.04,3
58963,2024-09-12,Auriculares,Informática,Zaragoza,194.32,1
58964,2022-07-09,Monitor,Oficina,Valencia,1231.59,3
58965,2024-08-23,Tablet,Accesorios,Zaragoza,826.1,5
58966,2023-02-14,Portátil,Accesorios,Sevilla,1191.99,8
58967,2024-02-26,Ratón,Gaming,Barcelona,862.86,1
58968,2022-12-23,Webcam,Informática,Barcelona,1596.82,3
58969,2023-11-06,Disco SSD,Informática,Barcelona,294.16,5
58970,2022-09-11,Teclado,Gaming,Valencia,1463.13,3
58971,2024-01-01,Ratón,Gaming,Valencia,1963.73,5
58972,2024-07-20,Disco SSD,Oficina,Bilbao,1618.22,7
58973,2024-08-05,Tablet,Informática,Valladolid,589.91,1
58974,2023-05-20,Tablet,Oficina,Sevilla,165.48,7
58975,2023-12-30,Impresora,Oficina,Valladolid,1831.1,3
58976,2022-07-26,Impresora,Gaming,Zaragoza,19.39,10
58977,2022-01-13,Teclado,Accesorios,Valladolid,244.48,5
58978,2022-08-16,Monitor,Gaming,Barcelona,1113.22,3
58979,2023-09-17,Ratón,Gaming,Bilbao,1971.89,9
58980,2022-08-13,Disco SSD,Gaming,Málaga,31.88,1
58981,2022-04-30,Monitor,Informática,Barcelona,1624.82,10
58982,2022-06-21,Tablet,Gaming,Bilbao,853.41,7
58983,2022-10-25,Ratón,Oficina,Sevilla,274.34,1
58984,2023-03-21,Altavoz,Gaming,Valencia,1017.89,6
58985,2023-10-26,Monitor,Accesorios,Valencia,1563.38,1
58986,2022-09-29,Auriculares,Gaming,Valencia,727.39,8
58987,2023-02-09,Altavoz,Oficina,Bilbao,303.42,2
58988,2024-01-08,Altavoz,Informática,Sevilla,1887.09,7
58989,2024-03-21,Webcam,Accesorios,Madrid,498.93,1
58990,2023-06-26,Disco SSD,Accesorios,Bilbao,1100.78,1
58991,2022-11-19,Monitor,Oficina,Valladolid,814.73,3
58992,2022-03-04,Impresora,Informática,Sevilla,432.48,3
58993,2022-06-25,Altavoz,Oficina,Zaragoza,301.06,4
58994,2024-02-05,Teclado,Gaming,Zaragoza,857.23,2
58995,2023-01-18,Ratón,Informática,Valladolid,1840.08,9
58996,2022-05-20,Altavoz,Oficina,Málaga,726.02,9
58997,2022-05-04,Tablet,Gaming,Valencia,509.68,3
58998,2022-11-13,Tablet,Accesorios,Barcelona,1609.78,7
58999,2023-04-11,Auriculares,Informática,Málaga,839.9,5
59000,2022-09-28,Disco SSD,Gaming,Valencia,1212.16,10
59001,2023-03-15,Auriculares,Accesorios,Barcelona,796.16,3
59002,2022-02-21,Impresora,Oficina,Valladolid,758.1,2
59003,2022-05-16,Disco SSD,Gaming,Zaragoza,1460.67,7
59004,2022-07-17,Portátil,Oficina,Zaragoza,802.56,8
59005,2024-09-26,Ratón,Informática,Barcelona,160.14,5
59006,2023-11-11,Monitor,Informática,Barcelona,1791.06,10
59007,2024-05-02,Ratón,Accesorios,Sevilla,1974.92,10
59008,2024-05-02,Portátil,Oficina,Sevilla,1543.75,3
59009,2022-02-07,Tablet,Oficina,Barcelona,1500.95,3
59010,2024-08-07,Portátil,Accesorios,Málaga,32.66,8
59011,2022-02-02,Altavoz,Accesorios,Madrid,697.17,9
59012,2024-03-27,Webcam,Accesorios,Zaragoza,828.37,10
59013,2022-09-29,Webcam,Gaming,Madrid,1229.05,3
59014,2024-02-11,Webcam,Informática,Valladolid,1462.15,9
59015,2022-04-21,Auriculares,Gaming,Zaragoza,669.2,5
59016,2022-02-25,Disco SSD,Gaming,Bilbao,1313.76,5
59017,2023-01-22,Tablet,Informática,Sevilla,887.56,7
59018,2023-10-27,Webcam,Oficina,Barcelona,1288.09,4
59019,2024-02-19,Tablet,Oficina,Zaragoza,597.12,9
59020,2023-06-01,Altavoz,Gaming,Sevilla,1137.59,1
59021,2023-12-14,Auriculares,Informática,Sevilla,337.84,8
59022,2024-05-08,Tablet,Accesorios,Valencia,1265.56,6
59023,2024-06-04,Teclado,Gaming,Zaragoza,1919.52,5
59024,2024-08-26,Impresora,Oficina,Zaragoza,656.62,10
59025,2023-05-15,Impresora,Informática,Madrid,1874.92,10
59026,2024-07-23,Impresora,Oficina,Málaga,971.24,2
59027,2024-05-08,Disco SSD,Oficina,Madrid,1944.14,3
59028,2023-06-21,Monitor,Accesorios,Valladolid,748.12,7
59029,2023-01-05,Ratón,Accesorios,Sevilla,498.05,6
59030,2022-04-08,Teclado,Gaming,Zaragoza,901.16,3
